"date"	"title"
"2020-06-16"	"Появились подробности беспорядков с азербайджанцами в Дагестане"
"2020-06-16"	"Бродячие собаки растерзали двух россиянок в одном и том же месте"
"2020-06-16"	"В России предложили сократить новогодние каникулы"
"2020-06-16"	"В Петербурге 103-летняя пациентка вылечилась от COVID-19"
"2020-06-16"	"Песков отреагировал на появление в магазинах Конституции с внесенными поправками"
"2020-06-16"	"Москвичи протестируют систему онлайн-голосования"
"2020-06-16"	"Инфекционист оценила вероятность заразиться коронавирусом через поверхности"
"2020-06-16"	"Более 220 миллионов рублей выделили аграриям Подмосковья в условиях пандемии"
"2020-06-16"	"Кремль прояснил детали прямой линии с Путиным"
"2020-06-16"	"Заявки на наблюдение за голосованием по Конституции отправили 250 тысяч человек"
"2020-06-16"	"В Кремле отреагировали на предоставление Украине статуса партнера НАТО"
"2020-06-17"	"Предсказано появление у многих россиян нового умения после пандемии"
"2020-06-17"	"В России приступили к испытаниям вакцины от коронавируса"
"2020-06-17"	"Раскрыты ожидания добровольцев перед испытаниями вакцины от коронавируса"
"2020-06-17"	"Москвичей предупредили о резком похолодании после аномальной жары"
"2020-06-17"	"В России предложили ввести новое пособие для матерей-одиночек"
"2020-06-17"	"Медведев назвал главное условие выживания в период пандемии"
"2020-06-17"	"В России выявили 7843 новых случая заражения коронавирусом"
"2020-06-17"	"Число случаев заражения коронавирусом в России превысило 553 тысячи"
"2020-06-17"	"Число вылечившихся россиян с коронавирусом превысило 300 тысяч"
"2020-06-17"	"Перечислены регионы России с наибольшим числом новых случаев коронавируса"
"2020-06-17"	"Число умерших россиян с коронавирусом превысило 7,4 тысячи"
"2020-06-17"	"В России впервые с 1 мая выявили меньше 8 тысяч заразившихся коронавирусом"
"2020-06-17"	"Роспотребнадзор предупредил россиян о рисках из-за коронавируса"
"2020-06-17"	"Появились подробности начала испытания российской вакцины от коронавируса"
"2020-06-17"	"Названы даты вакцинации от коронавируса первых российских добровольцев"
"2020-06-17"	"Пушков прокомментировал данные о готовности Горбачева отдать Карелию Финляндии"
"2020-06-17"	"Опальный «духовник Поклонской» объяснил «захват» женского монастыря"
"2020-06-17"	"Мишустин отменил акты времен Сталина и Косыгина"
"2020-06-17"	"Раскрыты подробности проведения онлайн-выпускного в российских школах"
"2020-06-17"	"Желание Горбачева отдать Карелию Финляндии назвали ложью"
"2020-06-17"	"В России семилетний мальчик напал с ножом на избивавшего мать отца"
"2020-06-17"	"Названы сроки начала испытаний еще одной российской вакцины от коронавируса"
"2020-06-17"	"В захваченном казаками монастыре оказался олимпийский чемпион"
"2020-06-17"	"Прокуратура запросила 9 и 6 лет колонии для двух фигурантов дела «Сети»"
"2020-06-17"	"В России опровергли данные о готовности Горбачева отдать Карелию Финляндии"
"2020-06-17"	"Кремль ответил на идею сократить новогодние каникулы"
"2020-06-17"	"Песков рассказал о защищающих Путина от коронавируса «двух штуках» в Кремле"
"2020-06-17"	"Песков ответил на вопрос о захвате казаками монастыря на Урале"
"2020-06-17"	"Отрицающий коронавирус россиянин напал на кондуктора и сорвал с него маску"
"2020-06-18"	"В Москве умерли 49 пациентов с коронавирусом"
"2020-06-18"	"В Роспотребнадзоре отреагировали на вторую вспышку коронавируса в Пекине"
"2020-06-18"	"Устроивший ДТП внук экс-губернатора Ишаева напал на журналистку"
"2020-06-18"	"Названы самые коррупционные российские регионы"
"2020-06-18"	"Россиян предупредили об аномальном похолодании"
"2020-06-18"	"Россиянам напомнили о правилах безопасного купания"
"2020-06-18"	"Россияне подвели итоги работы на удаленке"
"2020-06-18"	"Стало известно об обращении Путина к нации"
"2020-06-18"	"Россиянка оставила детей дома без еды на три дня и уехала на дачу к знакомым"
"2020-06-18"	"В Госдуме предложили снизить транспортный налог в 2020 году"
"2020-06-18"	"В России за сутки выявили 7790 случаев заражения коронавирусом"
"2020-06-18"	"В России за день вылечилось почти 10 тысяч зараженных коронавирусом"
"2020-06-18"	"Число случаев заражения коронавирусом в России превысило 560 тысяч"
"2020-06-18"	"Названы регионы России с новыми случаями коронавируса"
"2020-06-18"	"Число умерших россиян с коронавирусом превысило 7,6 тысячи"
"2020-06-18"	"Известный российский философ покончил с собой"
"2020-06-18"	"В России умерли почти 500 медиков с коронавирусом"
"2020-06-18"	"Названы пять симптомов рака тонкой кишки"
"2020-06-18"	"Воробьев проверил работу поликлиники после возобновления плановой работы"
"2020-06-18"	"В Москве зафиксировали самое низкое число случаев коронавируса за два месяца"
"2020-06-18"	"Врач назвал альтернативу сметане при солнечных ожогах"
"2020-06-18"	"Россияне оказались в курсе даты голосования по поправкам к Конституции"
"2020-06-18"	"В России шесть человек попали в ДТП и сгорели заживо"
"2020-06-18"	"Россиянин оттаскал женщину за волосы на улице, ударил по голове и попал на видео"
"2020-06-18"	"Обвиненного в браконьерстве российского мэра уволили через суд"
"2020-06-18"	"В России сравнили с Европой заболеваемость на пике эпидемии коронавируса"
"2020-06-18"	"Названа дата снятия карантина на Кубани"
"2020-06-18"	"Мишустин заявил об основаниях для снятия ограничений в России"
"2020-06-18"	"Названо условие отмены масочного режима из-за COVID-19 в России"
"2020-06-18"	"В Петербурге не осталось больниц для перепрофилирования под COVID-19"
"2020-06-19"	"Стало известно о технических новинках на параде Победы"
"2020-06-19"	"Названа причина смерти бывшего главы Чувашии"
"2020-06-19"	"Россиянам напомнили об опасных последствиях загара"
"2020-06-19"	"Россиянам рассказали о жарком и сухом июле"
"2020-06-19"	"Министр здравоохранения Удмуртии заразился коронавирусом"
"2020-06-19"	"В Госдуме оценили обращение Путина к мировым державам"
"2020-06-19"	"Трехлетний мальчик случайно завел машину, скатил ее в озеро и утопил россиянина"
"2020-06-19"	"В России выявили 7972 новых случая заражения коронавирусом"
"2020-06-19"	"Число случаев заражения коронавирусом в России превысило 569 тысяч"
"2020-06-19"	"Перечислены регионы России с наибольшим числом новых случаев коронавируса"
"2020-06-19"	"В России за день вылечились более 10 тысяч зараженных коронавирусом"
"2020-06-19"	"Число умерших россиян с коронавирусом превысило 7,8 тысячи"
"2020-06-19"	"Россиянин продал знакомым технический спирт вместо алкоголя и убил семь человек"
"2020-06-19"	"Роспотребнадзор анонсировал проверку россиян на иммунитет к коронавирусу"
"2020-06-19"	"Российских мужчин захотели отправить в отпуск после рождения ребенка"
"2020-06-19"	"Rambler Group обеспечила трехразовым питанием два медицинских центра"
"2020-06-19"	"Профессор заявил о попытках Запада дискредитировать голосование по Конституции"
"2020-06-19"	"В Кремле прокомментировали смерть бывшего главы Чувашии"
"2020-06-19"	"Кремль опроверг «игру Путина на Трампе как на скрипке»"
"2020-06-19"	"В Кремле прокомментировали задержание соперника Лукашенко на выборах"
"2020-06-19"	"Дагестанских чиновников избили битами и арматурой ради поста главы села"
"2020-06-19"	"Россияне оценили работу ЦИК в преддверии голосования по Конституции"
"2020-06-19"	"В российском регионе начали размещать больных COVID-19 в школьных спортзалах"
"2020-06-19"	"Памфилова прокомментировала агитационные ролики с символикой ЦИК"
"2020-06-19"	"Путин поговорил с Лукашенко"
"2020-06-19"	"Россияне устроили массовую вечеринку в центре Москвы и попали на видео"
"2020-06-19"	"Россиянин ударил выпившую жену головой о бетон на улице и попал на видео"
"2020-06-19"	"Путин поручил полностью восстановить окружающую среду в Норильске"
"2020-06-19"	"В деревню отправлявших задание с вышки российских школьников проведут интернет"
"2020-06-20"	"Оставшаяся без присмотра шестилетняя россиянка утонула в бассейне"
"2020-06-20"	"Кадыров призвал мусульман внести лепту в процветание России"
"2020-06-20"	"Благоустройство Запрудского парка в Коломне завершат осенью"
"2020-06-20"	"В России зафиксировали 7889 новых случаев заражения коронавирусом"
"2020-06-20"	"Число случаев заражения коронавирусом в России превысило 576 тысяч"
"2020-06-20"	"За сутки от коронавируса умер 161 россиянин"
"2020-06-20"	"Спасение застрявшего головой в воротах десятилетнего мальчика попало на видео"
"2020-06-20"	"Российским пенсионерам продлят электронные больничные"
"2020-06-20"	"Появились возможные сроки выпуска российской вакцины от коронавируса"
"2020-06-20"	"В России спустя восемь месяцев нашли мертвыми двух малолетних братьев"
"2020-06-20"	"Генеральная репетиция парада Победы на Красной площади попала на видео"
"2020-06-20"	"Танки Т-90 проехали перед посольством США в Москве"
"2020-06-20"	"Кремль объяснил решение Путина провести парад 24 июня"
"2020-06-20"	"Путин объявил об отступлении эпидемии коронавируса в России"
"2020-06-20"	"Песков выработал антитела к коронавирусу"
"2020-06-20"	"Путин призвал поощрить прошедших «боевое крещение» молодых медиков"
"2020-06-20"	"Путин поручил по-особому контролировать выплаты отпускных медикам"
"2020-06-20"	"Российские эскимосы оценили оскорбительность мороженого «эскимо»"
"2020-06-20"	"Жириновский предложил новую формулу новогодних каникул"
"2020-06-20"	"Назван волнующий Путина вопрос"
"2020-06-20"	"Россиян предупредили о минусовых температурах в разгар лета"
"2020-06-20"	"Активисты «Молодой Гвардии Единой России» поздравили врачей"
"2020-06-20"	"Молния ударила в посетителей московского парка"
"2020-06-20"	"Затопленную после ливня Москву сняли на видео"
"2020-06-20"	"Власти Москвы назвали причину затоплений"
"2020-06-20"	"Раскрыт ответ Шамиля Басаева на вопрос о сотрудничестве с ГРУ"
"2020-06-20"	"Замуровавшая сына в бетон россиянка собиралась стать губернатором"
"2020-06-20"	"Путин оценил заслуги медиков в снижении смертности от коронавируса"
"2020-06-20"	"В Кремле прокомментировали реакцию Запада на статью Путина"
"2020-06-20"	"Россиянам пообещали редкое солнечное затмение"
"2020-06-21"	"Названы российские регионы с экстремальной жарой"
"2020-06-21"	"Россиян предупредили о самых энергетически насыщенных солнечных лучах"
"2020-06-21"	"Кадыров раскрыл результат теста на антитела к коронавирусу"
"2020-06-21"	"Дочь замуровавшей ребенка в бетон россиянки прокомментировала трагедию"
"2020-06-21"	"Врач дал совет по восстановлению иммунитета после самоизоляции"
"2020-06-21"	"Доставшие тело замурованного в бетон ребенка спасатели попали на видео"
"2020-06-21"	"Замуровавшая ребенка в бетон россиянка жаловалась на влияние капитализма на сына"
"2020-06-21"	"Раскрыт способ меньше есть"
"2020-06-21"	"Пушков сообщил о гибели «американского мифа»"
"2020-06-21"	"Названо главное преимущество удаленки"
"2020-06-21"	"Собянин оценил объем работы ресторанов после снятия ограничений"
"2020-06-21"	"Среди россиян снизилась компьютерная грамотность"
"2020-06-21"	"Подсчитано число пострадавших из-за разгула стихии в Москве"
"2020-06-21"	"Путин присвоил главврачу больницы в Коммунарке звание Героя Труда"
"2020-06-21"	"В России зафиксировали 7728 новых случаев заражения коронавирусом"
"2020-06-21"	"Число случаев заражения коронавирусом в России приблизилось к 585 тысячам"
"2020-06-21"	"Путин подписал указы о награждении медиков за борьбу с коронавирусом"
"2020-06-21"	"В России от коронавируса умерли 8111 человек"
"2020-06-21"	"В Москве зафиксировали минимум новых случаев коронавируса с начала апреля"
"2020-06-21"	"Анонсировано открытие выставок в подмосковной усадьбе «Архангельское»"
"2020-06-21"	"Верзилов из Pussy Riot написал о взломе своей квартиры и исчез"
"2020-06-21"	"Путин рассказал о жестких разговорах с подчиненными"
"2020-06-21"	"Путин рассказал о своих занятиях в свободное время"
"2020-06-21"	"Российские подростки избили беременную женщину за пение под гитару"
"2020-06-21"	"Десятки дагестанцев и азербайджанцев устроили массовую драку в Норильске"
"2020-06-21"	"Путин назвал неприличным выпячивание чиновниками своего благосостояния"
"2020-06-21"	"Путин вновь заговорил о внуках"
"2020-06-21"	"Путин двумя словами прокомментировал возможность баллотироваться в 2024 году"
"2020-06-21"	"Путин снова ответил на вопрос о преемнике"
"2020-06-22"	"В Москве за прошедшие сутки умерли 20 пациентов с коронавирусом"
"2020-06-22"	"Пушков назвал новый китайский коронавирус странным"
"2020-06-22"	"Спрогнозировано время начала второй волны коронавируса в России"
"2020-06-22"	"Россияне оценили снятие введенных из-за коронавируса ограничений"
"2020-06-22"	"Синоптики спрогнозировали вероятность июльских заморозков в России"
"2020-06-22"	"На полюсе холода наступила аномальная жара"
"2020-06-22"	"Роспотребнадзор назвал способы защитить детей от коронавируса"
"2020-06-22"	"Путин приехал в главный храм Вооруженных сил"
"2020-06-22"	"В результате взрыва на автозаправке в Крыму пострадали четверо"
"2020-06-22"	"Путин оценил обороноспособность и безопасность России"
"2020-06-22"	"В России за сутки выявили 7600 новых случаев заражения коронавирусом"
"2020-06-22"	"Число умерших россиян с коронавирусом превысило 8,2 тысячи"
"2020-06-22"	"Названы регионы России с наибольшим числом новых случаев коронавируса"
"2020-06-22"	"В России вылечилось почти 350 тысяч зараженных коронавирусом"
"2020-06-22"	"Число случаев заражения коронавирусом в России превысило 592 тысячи"
"2020-06-22"	"В Совфеде объяснили смысл поправки к Конституции о президентских сроках"
"2020-06-22"	"Россияне зажгли сотни свечей в День памяти и скорби"
"2020-06-22"	"Кремль прокомментировал мемуары Болтона"
"2020-06-22"	"Раскрыто мнение Путина о политической системе России"
"2020-06-22"	"Кадыров назвал разговоры о поиске преемника для Путина неуместными"
"2020-06-22"	"В Кремле объяснили постер с Путиным на диване в его кабинете"
"2020-06-22"	"Двух фигурантов дела «Сети» приговорили к 7 и 5,5 года колонии"
"2020-06-22"	"Суды автоматически признали законными штрафы за нарушение самоизоляции в Москве"
"2020-06-22"	"Москва перестала быть лидером по смертности с коронавирусом"
"2020-06-22"	"Песков пояснил слова Путина о «подарках русского народа» республикам СССР"
"2020-06-22"	"Российский ЛГБТ-активист заявил о признании Россией его брака с мужчиной"
"2020-06-22"	"Ветеран передал Путину письмо и попал на видео"
"2020-06-22"	"157 решений IT-специалистов созданы на хактоне конкурса «Цифровой прорыв»"
"2020-06-22"	"Санитарная обработка автомобиля Путина попала на видео"
"2020-06-22"	"Российские школьницы поймали голубя, заживо ощипали его и попали на видео"
"2020-06-23"	"Минобороны России к 75-летию Победы опубликовало историю Василия Теркина"
"2020-06-23"	"В Москве сняли почти все ограничения из-за коронавируса"
"2020-06-23"	"Москвичам рассказали о распознающих лица в масках камерах"
"2020-06-23"	"Названа причина долгого угасания эпидемии коронавируса"
"2020-06-23"	"России предсказали снижение смертности от коронавируса"
"2020-06-23"	"Уволенный Путиным губернатор попросил президента допустить его к выборам"
"2020-06-23"	"Россиян предупредили об аномальной жаре в конце недели"
"2020-06-23"	"Замуровавшая сына в бетон россиянка запутывала следствие и изображала горе"
"2020-06-23"	"Россиян с аллергией предупредили об интенсивном цветении трав этим летом"
"2020-06-23"	"В России выявили 7425 новых случаев заражения коронавирусом"
"2020-06-23"	"Число умерших россиян с коронавирусом превысило 8,3 тысячи"
"2020-06-23"	"Перечислены регионы России с наибольшим числом новых случаев коронавируса"
"2020-06-23"	"В России вылечилось 60 процентов зараженных коронавирусом"
"2020-06-23"	"Число случаев заражения коронавирусом в России превысило 599 тысяч"
"2020-06-23"	"Российскому ветерану устроили личный парад Победы и сняли на видео"
"2020-06-23"	"Москва оказалась эффективнее других мегаполисов мира в борьбе с коронавирусом"
"2020-06-23"	"Путин обратится к россиянам"
"2020-06-23"	"Названы основные темы обращения Путина к нации"
"2020-06-23"	"Россиянин решил воспитать сына, посадил его на цепь и заинтересовал следователей"
"2020-06-23"	"Кремль объяснил расхождения в версиях статьи Путина на разных языках"
"2020-06-23"	"Умер предлагавший дать Путину исключительные полномочия политик"
"2020-06-23"	"В ЦИК рассказали о защите бюллетеней на голосовании по поправкам к Конституции"
"2020-06-23"	"Кремль отреагировал на замечание о цитате Гитлера в статье Путина"
"2020-06-23"	"Немцов посмертно засудил покойного Лужкова"
"2020-06-23"	"Кремль раскрыл итоговый список иностранных лидеров на параде Победы"
"2020-06-23"	"Росстат объяснил разные данные по смертности от коронавируса в России"
"2020-06-23"	"Россиянам назвали переносимые кондиционерами в жару инфекции"
"2020-06-23"	"Россиянка с матерью одичали в полных мертвых крыс и кошек развалинах"
"2020-06-24"	"Российские депутаты устроили драку на заседании и попали на видео"
"2020-06-24"	"В Минздраве высказались о масках на подбородке"
"2020-06-24"	"Появились новые подробности перестрелки в Москве"
"2020-06-24"	"Пушков назвал Украину «паразитическим государством»"
"2020-06-24"	"В России объявили конкурс по скоростному выкапыванию могил"
"2020-06-24"	"Раскрыты подробности обнаружения пяти суррогатных детей в Москве"
"2020-06-24"	"Объяснена тенденция россиянок рожать после 30 лет"
"2020-06-24"	"Мать умершей чеченки извинилась перед Кадыровым за версию о домашнем насилии"
"2020-06-24"	"Россиян предупредили об опасности загара в парках"
"2020-06-24"	"Россиянам предрекли 10 дней повышенного солнечного излучения"
"2020-06-24"	"Соседка рассказала о жильцах квартиры с пятью суррогатными детьми"
"2020-06-24"	"Онищенко назвал самое безопасное место на планете во время пандемии коронавируса"
"2020-06-24"	"Прибытие глав Белоруссии, Казахстана, Сербии и Молдавии в Кремль попало на видео"
"2020-06-24"	"В Москве начался парад Победы"
"2020-06-24"	"Путин напомнил о роли СССР в победе над нацизмом"
"2020-06-24"	"Шойгу перекрестился перед парадом Победы"
"2020-06-24"	"Путин попросил ветеранов не вставать во время его выступления на параде Победы"
"2020-06-24"	"Число случаев заражения коронавирусом в России превысило 606 тысяч"
"2020-06-24"	"В России зафиксировали 7176 новых случаев заражения коронавирусом"
"2020-06-24"	"Путин заявил об открытости России к созданию общей системы безопасности в мире"
"2020-06-24"	"Перечислены регионы России с наибольшим числом новых случаев коронавируса"
"2020-06-24"	"На Красную площадь выехали танки"
"2020-06-24"	"Эмоциональная реакция ветерана на речь Путина на параде Победы попала на видео"
"2020-06-24"	"Число умерших россиян с коронавирусом превысило 8,5 тысячи"
"2020-06-24"	"Парад Победы в Москве завершился"
"2020-06-24"	"Флаг России в небе над центром Москвы попал на видео"
"2020-06-24"	"Путин оценил парад Победы жестом"
"2020-06-24"	"Ветеран показал подаренные Путиным часы"
"2020-06-24"	"РПЦ сочла высокие налоги для богатых «нравственно оправданными»"
"2020-06-25"	"В России открылись первые участки для голосования по Конституции"
"2020-06-25"	"Колесников увидел избиение человека у Красной площади за 15 минут до парада"
"2020-06-25"	"Россиянам рассказали о температурных аномалиях до конца июня"
"2020-06-25"	"Россияне начали возвращаться в офисы"
"2020-06-25"	"Погибший в российском регионе подросток верил в свое бессмертие"
"2020-06-25"	"Китайский рынок в Магадане закрыли из-за вспышки коронавируса"
"2020-06-25"	"В Москве началось голосование по поправкам к Конституции"
"2020-06-25"	"В российском регионе установили памятник Сталину"
"2020-06-25"	"Россиянам напомнили о второй подряд короткой рабочей неделе"
"2020-06-25"	"Россиянам назвали неожиданный эффект масочного режима"
"2020-06-25"	"В России выявили 7113 новых случаев заражения коронавирусом"
"2020-06-25"	"Названы регионы России с новыми случаями коронавируса"
"2020-06-25"	"Число умерших россиян с коронавирусом превысило 8,6 тысячи"
"2020-06-25"	"В России вылечилось 375 тысяч зараженных коронавирусом"
"2020-06-25"	"Число случаев заражения коронавирусом в России превысило 613 тысяч"
"2020-06-25"	"Общественники рассказали о соблюдении санитарных мер на участках для голосования"
"2020-06-25"	"Захвативший монастырь опальный священник назвал главного врага России"
"2020-06-25"	"Глава Алтайского края перешел на удаленку из-за коронавируса"
"2020-06-25"	"В Подмосковье сняли часть введенных из-за коронавируса ограничений"
"2020-06-25"	"Российских школьников продолжат отправлять на удаленку после пандемии"
"2020-06-25"	"Совет Европы дал оценку поправкам к Конституции России"
"2020-06-25"	"Определилось число участников чемпионата конкурса «Цифровой прорыв»"
"2020-06-25"	"Песков рассказал об общении Путина и Лукашенко на параде Победы"
"2020-06-25"	"Песков в машине проголосовал по поправкам к Конституции"
"2020-06-25"	"В Москве обсудили электронные выборы"
"2020-06-25"	"Кремль ответил на обвинения во вмешательстве в выборы президента Белоруссии"
"2020-06-25"	"Пытки и смерть россиянина от рук полицейских оценили в 100 тысяч рублей"
"2020-06-25"	"В Госдуме заявили о невозможности двойного голосования по Конституции"
"2020-06-25"	"В Москве уточнили правила электронного голосования по поправкам к Конституции"
"2020-06-26"	"В Москве теплоход с выпускниками столкнулся с причалом"
"2020-06-26"	"Пострелявший в воздух во дворе жилого дома россиянин объяснился"
"2020-06-26"	"Россиян предупредили об аномальном похолодании"
"2020-06-26"	"В России отреагировали на протест Украины из-за парадов в Крыму"
"2020-06-26"	"Российские добровольцы рассказали о самочувствии после вакцинации от COVID-19"
"2020-06-26"	"В России предложили штрафовать за отказ принять ребенка без прививки в школу"
"2020-06-26"	"Российские полицейские нашли в подъезде дома брошенную новорожденную"
"2020-06-26"	"Россиян предупредили о неизвестных отдаленных последствиях коронавируса"
"2020-06-26"	"В Совете Федерации отреагировали на слова Порошенко о шансе вернуть Крым"
"2020-06-26"	"Введение новых правил медосвидетельствования для водителей отложат"
"2020-06-26"	"Российский солдат-срочник пропал после жалоб на дедовщину и угроз самоубийством"
"2020-06-26"	"В России зафиксировали 6,8 тысячи новых случаев заражения коронавирусом"
"2020-06-26"	"Перечислены российские регионы с новыми случаями коронавируса"
"2020-06-26"	"Число случаев заражения коронавирусом в России превысило 620 тысяч"
"2020-06-26"	"В России вылечилось более 380 тысяч зараженных коронавирусом"
"2020-06-26"	"Число умерших россиян с коронавирусом превысило 8,7 тысячи"
"2020-06-26"	"Названа доля москвичей с иммунитетом к коронавирусу"
"2020-06-26"	"В России выявили минимум новых случаев заражения коронавирусом с конца апреля"
"2020-06-26"	"Проголосовавшие по поправкам в Конституцию москвичи выиграли первые призы"
"2020-06-26"	"Онколог предупредил об опасности подсолнечного масла"
"2020-06-26"	"Волонтеры выявили более 2,5 тысячи фейков о голосовании по Конституции"
"2020-06-26"	"Деньги с налогов для богатых направят на лечение тяжелобольных детей в России"
"2020-06-26"	"Кремль высказался о новом обращении Путина к россиянам"
"2020-06-26"	"Кремль ответил на недовольство Японии геологоразведкой у Курил"
"2020-06-26"	"Кремль прокомментировал признание Серебренникова виновным"
"2020-06-26"	"Жириновский оценил безопасность многодневного голосования"
"2020-06-27"	"Российский ветеран объяснила Путину решение собирать деньги для врачей"
"2020-06-27"	"Описано тестирование вакцины от коронавируса на добровольцах"
"2020-06-27"	"Россиянам перечислили тревожные симптомы после вакцинации от COVID-19"
"2020-06-27"	"Кардиолог раскрыл россиянам способ пережить «погодную пилу»"
"2020-06-27"	"Россиянка родила ребенка и оставила его в пакете под кустом"
"2020-06-27"	"В Крыму рассказали о великодушии России в отношении Украины"
"2020-06-27"	"В России выявили 6852 новых случая заражения коронавирусом"
"2020-06-27"	"Число умерших россиян с коронавирусом превысило 8,9 тысячи"
"2020-06-27"	"Число случаев заражения коронавирусом в России превысило 627 тысяч"
"2020-06-27"	"Перечислены российские регионы с новыми случаями заражения коронавирусом"
"2020-06-27"	"Явка на электронное голосование по Конституции превысила 70 процентов"
"2020-06-27"	"Названы преимущества электронного голосования перед традиционным"
"2020-06-27"	"Россиянам дали советы по выбору качественного шашлыка"
"2020-06-27"	"В российском селе после шаманского обряда ввели карантин"
"2020-06-27"	"Собчак обвинили в пиаре после нападения в монастыре"
"2020-06-27"	"Связь самоубийства основателя «Пионера» с работой компании опровергли"
"2020-06-27"	"В Москве задержали сторонников обвиненной за рисунки с вагинами художницы"
"2020-06-27"	"Составлен портрет российского выпускника"
"2020-06-27"	"Епархия прокомментировала нападение на Собчак в монастыре"
"2020-06-27"	"В РПЦ рассказали об отношении к дискриминации трансгендеров"
"2020-06-27"	"В РПЦ посоветовали не ходить в уральский монастырь после нападения на Собчак"
"2020-06-27"	"Число задержанных сторонников обвиненной за рисунки с вагинами художницы выросло"
"2020-06-27"	"На российском военном полигоне произошел пожар"
"2020-06-27"	"В Москве умерли 24 пациента с коронавирусом"
"2020-06-28"	"Явка на электронное голосование по Конституции достигла 75 процентов"
"2020-06-28"	"Cибири предрекли лесные пожары"
"2020-06-28"	"Россияне стали чаще покупать антидепрессанты во время самоизоляции"
"2020-06-28"	"Спасатели нашли пропавших в море на надувной лодке россиян"
"2020-06-28"	"Собянин оценил ситуацию в Москве после отмены ограничений"
"2020-06-28"	"Детский омбудсмен оценила дело оправданного за изнасилование дочери россиянина"
"2020-06-28"	"В России выявили 6791 новый случай заражения коронавирусом"
"2020-06-28"	"Число случаев заражения коронавирусом в России превысило 634 тысячи"
"2020-06-28"	"Названы регионы России с новыми случаями коронавируса"
"2020-06-28"	"В Москве зафиксировали минимум новых случаев коронавируса за 2,5 месяца"
"2020-06-28"	"Жириновский исключил побег Лукашенко после поражения в президентской гонке"
"2020-06-28"	"На заводе в Норильске произошла утечка отходов в тундру"
"2020-06-28"	"Россия заявила о готовности поставлять вакцину против COVID-19 на мировой рынок"
"2020-06-28"	"Трактор раздавил полицейскую машину на месте утечки отходов в Норильске"
"2020-06-28"	"Стало известно о судьбе мозаики с Путиным из храма Минобороны"
"2020-06-28"	"Путин понадеялся на минимальные потери экономики от коронавируса"
"2020-06-28"	"В России начали работу бесплатные кинотеатры под открытым небом"
"2020-06-28"	"Путин рассказал о регулярной проверке на коронавирус"
"2020-06-28"	"Путин рассказал о цели визита в «красную зону» больницы в Коммунарке"
"2020-06-28"	"Глава Крыма порассуждал о возобновлении Украиной подачи воды на полуостров"
